index,Job_ title,Salary _estimate,Rating,Company _name,Job_state,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Min_salary,Max_ salary,Avg_Salary,Job
242,Software Data Engineer,90 -124 ,3.1,"1010 Data
3.1",NY,"New York, NY","New York, NY",201 to 500 employees,2000,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),137,124,130.5,NA
243,Data Scientist,90 -124 ,3.6,"Gigya
3.6",CA,"Palo Alto, CA","Mountain View, CA",201 to 500 employees,2006,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),137,124,130.5,Data Scientist
244,Real World Evidence (RWE) Scientist,90 -124 ,5,"Genesis Research
5.0",NJ,"Hoboken, NJ","Hoboken, NJ",1 to 50 employees,2009,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,137,124,130.5,Data Scientist
245,Data Scientist,90 -124 ,3.7,"Sanofi
3.7",MA,"Cambridge, MA","Paris, France",10000+ employees,1973,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),137,124,130.5,Data Scientist
246,Data Scientist,90 -124 ,3.7,"XPO Logistics
3.7",IN,"Lebanon, IN","Greenwich, CT",10000+ employees,2011,Company - Public,Transportation Management,Transportation & Logistics,$10+ billion (USD),137,124,130.5,Data Scientist
247,Data Scientist,90 -124 ,3.9,"Trace Data
3.9",CA,"Oakland, CA","Santa Ana, CA",51 to 200 employees,2000,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),137,124,130.5,Data Scientist
248,Data Scientist,90 -124 ,4.3,"Descript
4.3",CA,"San Francisco, CA","Houston, TX",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),137,124,130.5,Data Scientist
249,Computer Scientist 1,90 -124 ,4.2,"Rincon Research Corporation
4.2",FL,"Melbourne, FL","Tucson, AZ",201 to 500 employees,1983,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),137,124,130.5,Data Scientist
250,Lead Data Scientist,90 -124 ,3.7,"MassMutual
3.7",MA,"Boston, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),137,124,130.5,Data Scientist
251,Data Scientist,90 -124 ,4,"Better Hire
4.0",AL,"Birmingham, AL","Birmingham, AL",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,137,124,130.5,Data Scientist
252,Data Scientist,90 -124 ,3.3,"Parker Hannifin
3.3",OH,"Cleveland, OH","Cleveland, OH",10000+ employees,1917,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),137,124,130.5,Data Scientist
253,Data Scientist,90 -124 ,4.1,"Gallup
4.1",NY,"New York, NY","Washington, DC",1001 to 5000 employees,1935,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,137,124,130.5,Data Scientist
254,Data Scientist,90 -124 ,3.3,"Insider Inc
3.3",NY,"New York, NY","New York, NY",201 to 500 employees,2007,Company - Private,News Outlet,Media,$50 to $100 million (USD),137,124,130.5,Data Scientist
255,Data Scientist,90 -124 ,3.9,"Rapid Value Solutions
3.9",CA,"San Francisco, CA","Pleasanton, CA",201 to 500 employees,2009,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,137,124,130.5,Data Scientist
256,Environmental Data Science,90 -124 ,3.1,"Battelle
3.1",MA,"Norwell, MA","Columbus, OH",10000+ employees,1929,Nonprofit Organization,Research & Development,Business Services,$5 to $10 billion (USD),137,124,130.5,NA
257,Computational Behavioral Scientist,90 -124 ,4.2,"Ntrepid
4.2",VA,"Herndon, VA","Herndon, VA",201 to 500 employees,2010,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),137,124,130.5,Data Scientist
258,Data Scientist,90 -124 ,5,"The Drive Media, Inc.
5.0",NY,"New York, NY",-1,Unknown,-1,Unknown,-1,-1,Unknown / Non-Applicable,137,124,130.5,Data Scientist
259,Staff BI and Data Engineer,90 -124 ,2.9,"Affinity Solutions
2.9",CA,"San Jose, CA","New York, NY",51 to 200 employees,1998,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,137,124,130.5,NA
260,Principal Machine Learning Scientist,90 -124 ,4.7,"Sage Intacct
4.7",CA,"San Francisco, CA","San Jose, CA",501 to 1000 employees,1999,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,137,124,130.5,Data Scientist
261,Principal Data Scientist - Machine Learning,90 -124 ,3.6,"Constant Contact
3.6",MA,"Waltham, MA","Waltham, MA",Unknown,1995,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,137,124,130.5,Data Scientist
262,Data Scientist-Human Resources,91 -150 ,3.8,"MIT Lincoln Laboratory
3.8",MA,"Lexington, MA","Lexington, MA",1001 to 5000 employees,1951,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,137,150,143.5,Data Scientist
263,Associate Data Scientist,91 -150 ,3.3,"Puget Sound Energy
3.3",WA,"Bothell, WA","Bellevue, WA",1001 to 5000 employees,1999,Company - Private,Utilities,"Oil, Gas, Energy & Utilities",$2 to $5 billion (USD),137,150,143.5,Data Scientist
264,"Data Scientist - Statistics, Mid-Career",91 -150 ,3.7,"Pacific Northwest National Laboratory
3.7",WA,"Richland, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),137,150,143.5,Data Scientist
265,Director of Data Science,91 -150 ,3.8,"Analysis Group
3.8",MA,"Boston, MA","Boston, MA",1001 to 5000 employees,1981,Private Practice / Firm,Consulting,Business Services,$100 to $500 million (USD),137,150,143.5,NA
266,Data Scientist,91 -150 ,3.2,"US Pharmacopeia
3.2",MD,"Rockville, MD","Rockville, MD",1001 to 5000 employees,1820,Nonprofit Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),137,150,143.5,Data Scientist
267,Data Scientist,91 -150 ,4.6,"Itlize Global
4.6",NJ,"Piscataway, NJ","Piscataway, NJ",201 to 500 employees,2010,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),137,150,143.5,Data Scientist
268,Data Scientist,91 -150 ,3.5,"eBay
3.5",CA,"San Jose, CA","San Jose, CA",10000+ employees,1995,Company - Public,Internet,Information Technology,$10+ billion (USD),137,150,143.5,Data Scientist
269,"Data Engineer, Digital & Comp Pathology",91 -150 ,5,"Paige
5.0",NY,"New York, NY","New York, NY",1 to 50 employees,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,137,150,143.5,NA
270,Data Engineer,91 -150 ,4.1,"Shape Security
4.1",CA,"Santa Clara, CA","Mountain View, CA",51 to 200 employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,137,150,143.5,NA
271,"Manager / Lead, Data Science & Analytics",91 -150 ,4.1,"ABIOMED
4.1",MA,"Danvers, MA","Danvers, MA",1001 to 5000 employees,1981,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),137,150,143.5,NA
272,Data Scientist,91 -150 ,3.5,"Comcast
3.5",NY,"New York, NY","Philadelphia, PA",10000+ employees,1963,Company - Public,-1,-1,$10+ billion (USD),137,150,143.5,Data Scientist
273,Data Scientist,91 -150 ,3.2,"Metronome, LLC
3.2",VA,"Vienna, VA","Fairfax, VA",51 to 200 employees,2011,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),137,150,143.5,Data Scientist
274,Data Scientist,91 -150 ,5,"SkillSoniq
5.0",CA,"San Francisco, CA","Jersey City, NJ",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,137,150,143.5,Data Scientist
275,Data Scientist,91 -150 ,4.7,"Lawrence Livermore National Lab
4.7",CA,"Livermore, CA","Livermore, CA",1001 to 5000 employees,1952,Government,Federal Agencies,Government,$1 to $2 billion (USD),137,150,143.5,Data Scientist
276,Diversity and Inclusion Data Analyst,91 -150 ,3.8,"FHLBank Pittsburgh
3.8",PA,"Pittsburgh, PA","Pittsburgh, PA",201 to 500 employees,1932,Company - Private,Banks & Credit Unions,Finance,$1 to $2 billion (USD),137,150,143.5,Data Analyst
277,Data Scientist,91 -150 ,3.6,"Jacobs
3.6",VA,"Herndon, VA","Dallas, TX",10000+ employees,1947,Company - Public,Architectural & Engineering Services,Business Services,$10+ billion (USD),137,150,143.5,Data Scientist
278,Data Scientist,91 -150 ,4.8,"Klaviyo
4.8",MA,"Boston, MA","Boston, MA",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,137,150,143.5,Data Scientist
279,Data Scientist,91 -150 ,3.3,"Underwriters Laboratories
3.3",IL,"Northbrook, IL","Northbrook, IL",10000+ employees,1894,Company - Private,Consulting,Business Services,$2 to $5 billion (USD),137,150,143.5,Data Scientist
280,Data Scientist,91 -150 ,3.7,"Altus Group
3.7",CA,"Irvine, CA","Toronto, Canada",1001 to 5000 employees,2005,Company - Public,Real Estate,Real Estate,$100 to $500 million (USD),137,150,143.5,Data Scientist
281,Data Scientist,91 -150 ,5,"Jobot
5.0",CA,"Irvine, CA","Irvine, CA",51 to 200 employees,2018,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),137,150,143.5,Data Scientist
282,Data Scientist,91 -150 ,-1,Trovetechs Inc,CA,"San Francisco, CA","Hillsborough, NJ",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,137,150,143.5,Data Scientist
283,Senior Analyst/Data Scientist,141 -225 ,3.4,"Edmunds.com
3.4",CA,"Santa Monica, CA","Santa Monica, CA",501 to 1000 employees,1966,Company - Private,Internet,Information Technology,$100 to $500 million (USD),137,225,181,Data Scientist
284,Data Scientist,141 -225 ,5,"Cohere Health
5.0",MA,"Boston, MA","Boston, MA",1 to 50 employees,2019,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,137,225,181,Data Scientist
285,Data Scientist,141 -225 ,-1,Trovetechs Inc,CA,"San Francisco, CA","Hillsborough, NJ",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,137,225,181,Data Scientist
286,Senior Data Scientist - R&D Oncology,141 -225 ,4,"AstraZeneca
4.0",NY,"New York, NY","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),137,225,181,Data Scientist
287,Data Scientist,141 -225 ,4.2,"Oshkosh Corporation
4.2",WI,"Oshkosh, WI","Oshkosh, WI",10000+ employees,1917,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),137,225,181,Data Scientist
288,Data Scientist,141 -225 ,4.3,"Joby Aviation
4.3",CA,"San Carlos, CA","Santa Cruz, CA",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,137,225,181,Data Scientist
289,Data Scientist,141 -225 ,3.4,"Mackin
3.4",CA,"Menlo Park, CA","Pittsburgh, PA",51 to 200 employees,1960,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),137,225,181,Data Scientist
290,Data Scientist,141 -225 ,-1,PETADATA,CA,"San Francisco, CA","Fremont, CA",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,137,225,181,Data Scientist
291,Data Scientist,141 -225 ,4.4,"VBeyond Corporation
4.4",TX,"Dallas, TX","Hillsborough, NJ",201 to 500 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),137,225,181,Data Scientist
292,Data Scientist Machine Learning,141 -225 ,3.5,"Leidos
3.5",VA,"Arlington, VA","Reston, VA",10000+ employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),137,225,181,Data Scientist
293,Data Scientist,141 -225 ,3.7,"Take-Two
3.7",CA,"San Francisco, CA","New York, NY",1001 to 5000 employees,1993,Company - Public,Video Games,Media,$1 to $2 billion (USD),137,225,181,Data Scientist
294,Data Scientist,141 -225 ,3.7,"Colony Brands
3.7",WI,"Monroe, WI","Monroe, WI",501 to 1000 employees,-1,Company - Private,Food & Beverage Stores,Retail,$100 to $500 million (USD),137,225,181,Data Scientist
295,Data Scientist,141 -225 ,4.1,"Capio Group
4.1",CA,"Sacramento, CA","Goteborg, Sweden",10000+ employees,-1,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,137,225,181,Data Scientist
296,Data Scientist,141 -225 ,3.4,"SleePare
3.4",NY,"New York, NY","New York, NY",1 to 50 employees,2017,Company - Private,Other Retail Stores,Retail,Unknown / Non-Applicable,137,225,181,Data Scientist
297,Data Analyst,141 -225 ,4.5,"ShorePoint
4.5",VA,"Reston, VA","Washington, DC",1 to 50 employees,2017,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,137,225,181,Data Analyst
298,Data Scientist,141 -225 ,3.5,"Dolphin
3.5",NY,"New York, NY","Lake Buena Vista, FL",1001 to 5000 employees,1990,Company - Private,"Hotels, Motels, & Resorts",Travel & Tourism,Unknown / Non-Applicable,137,225,181,Data Scientist
299,Data Scientist,141 -225 ,3.6,"TE Connectivity
3.6",VA,"Hampton, VA","Schaffhausen, Switzerland",10000+ employees,2007,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),137,225,181,Data Scientist
300,Data Scientist,141 -225 ,3.2,"State of Virginia
3.2",VA,"Richmond, VA","Richmond, VA",10000+ employees,1788,Government,State & Regional Agencies,Government,$10+ billion (USD),137,225,181,Data Scientist
301,Data Scientist,141 -225 ,3.7,"TA Digital
3.7",NY,"New York, NY","Newark, CA",501 to 1000 employees,2000,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),137,225,181,Data Scientist
302,Data Scientist,141 -225 ,4,"Market America Inc
4.0",CA,"Monterey, CA","Greensboro, NC",501 to 1000 employees,1992,Company - Private,Other Retail Stores,Retail,$100 to $500 million (USD),137,225,181,Data Scientist
303,Data Scientist,145 -225 ,3.2,"Triplebyte
3.2",IL,"Chicago, IL","San Francisco, CA",51 to 200 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,137,225,181,Data Scientist
304,Data Scientist,145 -225 ,4.5,"Kingfisher Systems
4.5",VA,"McLean, VA","Falls Church, VA",51 to 200 employees,2005,Company - Private,Federal Agencies,Government,$25 to $50 million (USD),137,225,181,Data Scientist
306,Data Scientist,145 -225,3.9,"ALTA IT Services
3.9",MD,"Woodlawn, MD","Rockville, MD",201 to 500 employees,2004,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),137,225,181,Data Scientist
308,Data Scientist,145 -225 ,5,"Kollasoft Inc.
3.2",NY,"New York, NY","Irving, TX",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,137,225,181,Data Scientist
309,Data Scientist,145 -225 ,3.4,"ASRC Federal Holding Company
3.4",VA,"Reston, VA","Beltsville, MD",5001 to 10000 employees,2003,Company - Private,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),137,225,181,Data Scientist
310,Data Scientist,145 -225 ,4.4,"Adwait Algorithm
4.4",NY,"New York, NY","Houston, TX",51 to 200 employees,2015,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,137,225,181,Data Scientist
311,"Health Plan Data Analyst, Sr",145 -225 ,3.8,"Cook Children's Health Care System
3.8",TX,"Fort Worth, TX","Fort Worth, TX",5001 to 10000 employees,1918,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),137,225,181,Data Analyst
312,"Principal Scientist/Associate Director, Quality Control and Analytical Technologies",145 -225 ,3.8,"Rubius Therapeutics
3.8",RI,"Smithfield, RI","Cambridge, MA",201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),137,225,181,Data Scientist
313,Data Scientist,145 -225 ,3.5,"Cambridge FX
3.5",GA,"Atlanta, GA","Toronto, Canada",201 to 500 employees,1992,Company - Public,Financial Transaction Processing,Finance,$100 to $500 million (USD),137,225,181,Data Scientist
314,Senior Data Scientist,145 -225 ,3.8,"Metromile
3.8",CA,"San Francisco, CA","San Francisco, CA",201 to 500 employees,2011,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,137,225,181,Data Scientist
315,Data Scientist,145 -225 ,3.9,"Criteo
3.9",MI,"Ann Arbor, MI","Paris, France",1001 to 5000 employees,2005,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),137,225,181,Data Scientist
316,Data Scientist,145 -225 ,3.4,"Advance Sourcing Concepts
3.4",PA,"Pittsburgh, PA","Pittsburgh, PA",51 to 200 employees,-1,Company - Private,-1,-1,$1 to $5 million (USD),137,225,181,Data Scientist
317,Data Scientist,145 -225 ,3.8,"Enterprise Solutions Inc
3.8",NY,"New York, NY","Naperville, IL",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),137,225,181,Data Scientist
318,Analytics - Business Assurance Data Analyst,145 -225 ,4.6,"GreatAmerica Financial Services
4.6",IA,"Cedar Rapids, IA","Cedar Rapids, IA",501 to 1000 employees,1992,Company - Private,Lending,Finance,$100 to $500 million (USD),137,225,181,Data Analyst
319,Data Scientist,145 -225 ,-1,Microagility,NY,"New York, NY","Princeton, NJ",1 to 50 employees,-1,Company - Private,Consulting,Business Services,$1 to $5 million (USD),137,225,181,Data Scientist
320,Data Scientist,145 -225 ,4.6,"Conch Technologies, Inc
4.6",CA,"Concord, CA","Memphis, TN",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),137,225,181,Data Scientist
321,"Development Scientist, Voltaren",145 -225 ,3.9,"GSK
3.9",VA,"Richmond, VA","Brentford, United Kingdom",10000+ employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),137,225,181,Data Scientist
322,Data Scientist,145 -225 ,-1,"Rainmaker Resources, LLC",OH,"Cincinnati, OH","Cincinnati, OH",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,137,225,181,Data Scientist
323,Data Scientist,79 -147 ,3.7,"GovTech
3.7",CA,"San Francisco, CA","Singapore, Singapore",1001 to 5000 employees,2016,Government,Federal Agencies,Government,Unknown / Non-Applicable,137,147,142,Data Scientist
324,Data Scientist,79 -147 ,3.3,"Intellectual Ventures
3.3",WA,"Bellevue, WA","Bellevue, WA",501 to 1000 employees,2000,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,137,147,142,Data Scientist
325,Data Engineer,79 -147 ,4.4,"Rocket Lawyer
4.4",CA,"San Francisco, CA","San Francisco, CA",51 to 200 employees,2008,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),137,147,142,NA
326,Data Scientist,79 -147 ,3.7,"22nd Century Technologies
3.7",CA,"Oakland, CA","Somerset, NJ",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),137,147,142,Data Scientist
327,Data Scientist,79 -147 ,3.3,"Huxley
3.3",CA,"San Francisco, CA","London, United Kingdom",201 to 500 employees,1995,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),137,147,142,Data Scientist
328,Data Scientist,79 -147 ,3.4,"FM Systems
3.4",MA,"Boston, MA","Raleigh, NC",51 to 200 employees,1984,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),137,147,142,Data Scientist
329,Data Scientist,79 -147 ,-1,B4Corp,VA,"Reston, VA","Leesburg, VA",51 to 200 employees,-1,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,137,147,142,Data Scientist
330,Machine Learning Engineer,79 -147 ,3.7,"Mteq
3.7",VA,"Fort Belvoir, VA","Lorton, VA",501 to 1000 employees,1954,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),137,147,142,NA
331,Principal Data & Analytics Platform Engineer,79 -147 ,3.7,"Blue Cross and Blue Shield of North Carolina
3.7",NC,"Durham, NC","Durham, NC",1001 to 5000 employees,1933,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),137,147,142,NA
332,Machine Learning Engineer/Scientist,79 -147 ,4.8,"Jane Street
4.8",NY,"New York, NY","New York, NY",501 to 1000 employees,2000,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,137,147,142,Data Scientist
333,Data Scientist,79 -147 ,5,"SSATI
5.0",VA,"McLean, VA","Annapolis Junction, MD",1 to 50 employees,2003,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),137,147,142,Data Scientist
334,"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",79 -147 ,3.9,"Novartis
3.9",MA,"Cambridge, MA","Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),137,147,142,Data Scientist
335,Data Scientist,79 -147 ,3.4,"Solving IT International Inc
3.4",IL,"Chicago, IL","Chicago, IL",501 to 1000 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,137,147,142,Data Scientist
336,Data Scientist,79 -147 ,3.3,"The Davey Tree Expert Company
3.3",OH,"Kent, OH","Kent, OH",10000+ employees,1880,Self-employed,Timber Operations,Agriculture & Forestry,$1 to $2 billion (USD),137,147,142,Data Scientist
337,Data Scientist,79 -147 ,4.6,"Centauri
4.6",VA,"Reston, VA","Chantilly, VA",501 to 1000 employees,1999,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),137,147,142,Data Scientist
338,Data Scientist,79 -147 ,-1,Stride Search,CA,"San Francisco, CA","Westlake Village, CA",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),137,147,142,Data Scientist
339,Machine Learning Engineer,79 -147 ,2.6,"Software Engineering Institute
2.6",PA,"Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,137,147,142,NA
340,Data Analyst - Unilever Prestige,79 -147 ,3.8,"Dermalogica
3.8",CA,"Carson, CA","Carson, CA",201 to 500 employees,1986,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$100 to $500 million (USD),137,147,142,Data Analyst
341,Data Scientist,79 -147 ,4.8,"TechProjects
4.8",NY,"New York, NY","North Brunswick, NJ",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,137,147,142,Data Scientist
342,"VP, Data Science",79 -147 ,3.9,"7Park Data
3.9",NY,"New York, NY","New York, NY",51 to 200 employees,2012,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,137,147,142,NA
343,Data Scientist,122 -146 ,4,"Netskope
4.0",CA,"Santa Clara, CA","Santa Clara, CA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,137,146,141.5,Data Scientist
344,Data Scientist,122 -146 ,4.2,"Eversight
4.2",CA,"Palo Alto, CA","Palo Alto, CA",51 to 200 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),137,146,141.5,Data Scientist
345,Senior Business Intelligence Analyst,122 -146 ,3.7,"Protolabs
3.7",MN,"Maple Plain, MN","Maple Plain, MN",1001 to 5000 employees,1999,Company - Public,Miscellaneous Manufacturing,Manufacturing,$100 to $500 million (USD),137,146,141.5,Data Analyst
346,Data Scientist,122 -146 ,3,"Ameritas Life Insurance Corp
3.0",OH,"Cincinnati, OH","Lincoln, NE",1001 to 5000 employees,1887,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),137,146,141.5,Data Scientist
347,Data Engineer - Kafka,122 -146 ,3.5,"Western Digital
3.5",CA,"San Jose, CA","San Jose, CA",10000+ employees,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),137,146,141.5,NA
348,Data Scientist,122 -146 ,2.9,"Shimento, Inc.
2.9",CA,"Santa Clara, CA","Benicia, CA",1 to 50 employees,-1,Company - Private,-1,-1,$1 to $5 million (USD),137,146,141.5,Data Scientist
349,Data Scientist,122 -146 ,5,"Averity
5.0",NY,"New York, NY","New York, NY",1 to 50 employees,2014,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,137,146,141.5,Data Scientist
350,Data Scientist,122 -146 ,4.7,"Praxis Engineering
4.7",VA,"Chantilly, VA","Annapolis Junction, MD",201 to 500 employees,2002,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),137,146,141.5,Data Scientist
351,Data Scientist,122 -146 ,-1,Point72 Ventures,CA,"Palo Alto, CA",-1,-1,-1,-1,-1,-1,-1,137,146,141.5,Data Scientist
352,Decision Scientist,122 -146 ,4.5,"Johns Hopkins University Applied Physics Laboratory
4.5",MD,"Laurel, MD","Laurel, MD",5001 to 10000 employees,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),137,146,141.5,Data Scientist
353,Data Scientist,122 -146 ,4.9,"Cambridge Mobile Telematics
4.9",MA,"Cambridge, MA","Cambridge, MA",1 to 50 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,137,146,141.5,Data Scientist
354,Data Science All Star Program - Data Engineer Track,122 -146 ,4.6,"Blend360
4.6",MD,"Columbia, MD","Columbia, MD",51 to 200 employees,2002,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,137,146,141.5,NA
355,Data Scientist - TS/SCI FSP or CI Required,122 -146 ,5,"Phoenix Operations Group
5.0",MD,"Annapolis Junction, MD","Woodbine, MD",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),137,146,141.5,Data Scientist
356,Data Analyst,122 -146 ,3.9,"Nolij Consulting
3.9",VA,"Falls Church, VA","Vienna, VA",51 to 200 employees,2012,Company - Public,Consulting,Business Services,$1 to $5 million (USD),137,146,141.5,Data Analyst
357,Data Scientist,122 -146 ,-1,Hatch Data Inc,CA,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,137,146,141.5,Data Scientist
358,Data Scientist,122 -146 ,-1,Hatch Data Inc,CA,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,137,146,141.5,Data Scientist
359,Data Scientist,122 -146 ,-1,Hatch Data Inc,CA,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,137,146,141.5,Data Scientist
360,Data Scientist,122 -146 ,-1,Hatch Data Inc,CA,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,137,146,141.5,Data Scientist
361,Data Scientist,122 -146 ,-1,Hatch Data Inc,CA,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,137,146,141.5,Data Scientist
362,Data Scientist,122 -146 ,-1,Hatch Data Inc,CA,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,137,146,141.5,Data Scientist
363,Senior Data Scientist,122 -146 ,3.5,"Maxar Technologies
3.5",VA,"Herndon, VA","Westminster, CO",5001 to 10000 employees,-1,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),137,146,141.5,Data Scientist
364,Data Scientist,112 -116 ,4.3,"Quick Base
4.3",MA,"Cambridge, MA","Cambridge, MA",201 to 500 employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,137,116,126.5,Data Scientist
365,Data Scientist,112 -116 ,3.7,"Takeda
3.7",MA,"Cambridge, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),137,116,126.5,Data Scientist
